Tipologia,Nome,X,Y,Indirizzo,Civ,Note,Shape Area,Shape Len,Longitudine,Latitudine
Fermate Amtab,,,,"Viale Pasteur, lato ang. Martiri D'Avola",,,,,16.853,411.123
Fermate Amtab,,,,"Viale Pasteur, lato civ. 19",,,,,168.529,411.133
Fermate Amtab,,,,"Viale Pasteur, lato ingr. Carrefour",,,,,168.531,411.108
Fermate Amtab,,,,Lung. IX Maggio - fronte Cap. 5,,,,,16.81,41.14
Fermate Amtab,,,,"Via Udine, 120",,,,,167.475,411.661
Fermate Amtab,,,,"Via G. Appulo, 26",,,,,168.992,411.025
Fermate Amtab,,,,"Piazza Massari, Int. Di Finanza",,,,,168.651,411.283
Fermate Amtab,,,,"Via Vaccarella, mercato (capolinea)",,,,,16.864,410.737
Fermate Amtab,,,,"Via Papalia, lato civ 7",,,,,169.039,411.066
Fermate Amtab,,,,"Via Suglia, lato 3/L",,,,,169.129,411.036
Fermate Amtab,,,,"Via Nicola De Giosa, 50/A",,,,,168.738,411.211
Fermate Amtab,,,,"Viale J. F. Kennedy, 53",,,,,168.692,411.008
Fermate Amtab,,,,"Via Macchie, 31/B",,,,,167.723,411.466
Fermate Amtab,,,,Via Dello Scoglio - Chiesa S. Rita,,,,,168.576,410.694
Fermate Amtab,,,,"Via Napoli, 14",,,,,167.526,411.617
Fermate Amtab,,,,via Bitritto Compl. EST-Pal. Navarra,,,,,168.318,410.764
Fermate Amtab,,,,Piazzale Giuseppe Alberto Pugliese,,,,,168.908,410.925
Fermate Amtab,,,,via dei Trulli ex Rist. Piccadilly,,,,,170.034,410.882
Fermate Amtab,,,,"Via Caputo, 21/A",,,,,16.763,411.523
Fermate Amtab,,,,Piazza Gramsci,,,,,168.887,411.194
Fermate Amtab,,,,Lung. G. Di Cagno Abbrescia - ex GS,,,,,169.244,411.113
Fermate Amtab,,,,Lung. Starita CTO,,,,,168.443,411.349
Fermate Amtab,,,,Viale T. Columbo - Fond. Meridionali,,,,,168.221,411.205
Fermate Amtab,,,,"Via G. Re David, 193/R",,,,,16.877,411.088
Fermate Amtab,,,,Viale Biagio Accolti Gil - fronte Carrefour,,,,,168.056,411.192
Fermate Amtab,,,,"Via dei Mille, 114",,,,,168.774,411.155
Fermate Amtab,,,,Via Giovanni Gentile - fronte 63,,,,,169.209,411.044
Fermate Amtab,,,,Via Matarrese - Fac. Econ. e Comm.,,,,,168.545,410.962
Fermate Amtab,,,,Viale L. Corigliano - fronte ex Otb,,,,,168.193,411.228
Fermate Amtab,,,,Via dei Gerani - Brovedani,,,,,167.817,411.101
Fermate Amtab,,,,"Via G. Petroni, 104 - Casoria",,,,,168.673,411.001
Fermate Amtab,,,,Via V. Bonomo - ang. via Costantino,,,,,168.031,411.319
Fermate Amtab,,,,"Corso Benedetto Croce, 267",,,,,168.718,411.077
Fermate Amtab,,,,Via B. Buozzi - fronte Garofalo,,,,,168.199,411.063
Fermate Amtab,,,,"Via De Marinis, 100",,,,,168.701,410.792
Fermate Amtab,,,,"Viale Lazio, 2",,,,,16.796,411.197
Fermate Amtab,,,,"Via Francesco Crispi, 40",,,,,168.588,411.246
Fermate Amtab,,,,Lungomare Nazario Sauro - Provincia,,,,,16.882,411.215
Fermate Amtab,,,,"Via P. Mazzoni, 10/A",,,,,168.007,411.263
Fermate Amtab,,,,Viale Europa - Giudice di Pace,,,,,168.016,411.229
Fermate Amtab,,,,Via Troccoli - fronte 12/D,,,,,167.812,411.257
Fermate Amtab,,,,Via R. Kennedy - fronte 1/E,,,,,168.592,411.009
Fermate Amtab,,,,Lung. C. Colombo - Porticciolo,,,,,167.681,411.603
Fermate Amtab,,,,Lung. Di Crollalanza - Piazza Diaz,,,,,168.786,411.226
Fermate Amtab,,,,Str. Catino - Q.re S.Pio - Stadio Comunale,,,,,167.345,411.532
Fermate Amtab,,,,Via B. Buozzi - Conc. Mercedes,,,,,168.268,411.104
Fermate Amtab,,,,Strada Della Marina - fronte 36/A,,,,,16.979,410.941
Fermate Amtab,,,,Via Scizze - Parco Atlantide,,,,,16.988,41.09
Fermate Amtab,,,,"Via Napoli, 215/A",,,,,167.394,411.649
Fermate Amtab,,,,Via di Maratona - ang. via Mascagni,,,,,16.838,411.299
Fermate Amtab,,,,Corso Vittorio Emanuele II - ang. V. A. da Bari,,,,,168.689,41.126
Fermate Amtab,,,,"Via Napoli, fronte Casa di Riposo",,,,,168.324,411.299
Fermate Amtab,,,,"Via G. Petroni, 129/A",,,,,168.652,410.859
Fermate Amtab,,,,Via G. D'Annunzio - 16Â° Gr. Lav. Aereon.,,,,,167.786,411.463
Fermate Amtab,,,,"Corso Alcide De Gasperi, 320/B",,,,,168.697,410.899
Fermate Amtab,,,,Via G. Capruzzi - fronte 266/B,,,,,168.642,411.167
Fermate Amtab,,,,Viale L. Corigliano - ex Otb,,,,,168.194,411.228
Fermate Amtab,,,,Via Val D'Aosta - ex Capolinea,,,,,16.788,411.184
Fermate Amtab,,,,"Via Antonio de Curtis, 36",,,,,168.564,410.762
Fermate Amtab,,,,Via dei Gerani - fronte Brovedani,,,,,167.814,411.101
Fermate Amtab,,,,parco Adria (Capolinea),,,,,168.333,410.798
Fermate Amtab,,,,"Via Andrea da Bari, fronte Ateneo",,,,,16.869,41.121
Fermate Amtab,,,,"Corso Vittorio Veneto, AQP",,,,,168.446,411.337
Fermate Amtab,,,,"Via T. Fiore, 74",,,,,168.477,411.259
Fermate Amtab,,,,"Via Macchie, 69",,,,,167.771,41.147
Fermate Amtab,,,,"via Compl. Ovest, Borgo S. Lorenzo",,,,,170.157,410.824
Fermate Amtab,,,,Via Saverio Milella,,,,,168.033,411.166
Fermate Amtab,,,,Via Don Carlo Gnocchi - 3/C,,,,,167.877,411.306
Fermate Amtab,,,,Via M. C. di Savoia - fronte 18,,,,,168.766,411.136
Fermate Amtab,,,,Via P. Mazzoni - ang. via Leotta,,,,,168.008,411.263
Fermate Amtab,,,,"Via Papa Pio XII, 25/A",,,,,168.595,411.031
Fermate Amtab,,,,Corso Vittorio Veneto - fronte Caserma GdF,,,,,168.586,411.282
Fermate Amtab,,,,"Via Peucetia, A/6",,,,,168.986,411.099
Fermate Amtab,,,,Via delle Camelie - fronte Italutensili,,,,,168.015,411.073
Fermate Amtab,,,,Via Napoli - distributore Tamoil,,,,,168.351,41.129
Fermate Amtab,,,,"Via Trisorio Liuzzi, stradetta del Chiancone",,,,,168.604,410.616
Fermate Amtab,,,,"Via G. Fanelli, 206/T",,,,,168.821,410.969
Fermate Amtab,,,,Viale G. D'Annunzio - fronte Aerop. Militare,,,,,167.786,411.407
Fermate Amtab,,,,Via T. Liuzzi - fronte Enel,,,,,168.553,410.514
Fermate Amtab,,,,Complanare Ovest - Majesty,,,,,169.368,410.982
Fermate Amtab,,,,Strada Della Marina - fronte 46/A,,,,,169.761,410.949
Fermate Amtab,,,,Viale L. Einaudi - Ist. G. Cesare,,,,,168.854,411.028
Fermate Amtab,,,,"Via Napoli, 333/O",,,,,168.457,411.274
Fermate Amtab,,,,Via B. Buozzi - fronte Vill. Lavoratori,,,,,168.223,411.077
Fermate Amtab,,,,Corso Alcide De Gasperi - Carcere,,,,,168.717,411.059
Fermate Amtab,,,,Via Adriatico - ex Pronto Soccorso,,,,,168.435,411.367
Fermate Amtab,,,,Via Natale Loiacono - fronte case popolari,,,,,169.122,411.072
Fermate Amtab,,,,"Via Giuseppe Verdi, Lido S. Francesco",,,,,16.834,411.356
Fermate Amtab,,,,"Via Scizze, 12",,,,,169.862,410.925
Fermate Amtab,,,,"Strada Tomasicchio, fronte civ. 20",,,,,168.161,411.382
Fermate Amtab,,,,Strada Catino - Cimitero,,,,,167.357,411.558
Fermate Amtab,,,,"Via dei Mille, 20/A",,,,,168.761,411.171
Fermate Amtab,,,,Via delle Ortensie - Osram,,,,,167.762,411.057
Fermate Amtab,,,,Via Matarrese - ang. Caccuri,,,,,168.543,410.978
Fermate Amtab,,,,Via dei Caduti Partigiani fronte civ. 8,,,,,168.943,41.109
Fermate Amtab,,,,Piazza Carlo Poerio,,,,,168.882,411.172
Fermate Amtab,,,,Via dei Caduti Partigiani 8,,,,,168.943,41.109
Fermate Amtab,,,,"Viale Imperatore Traiano, 12/a",,,,,168.901,411.168
Fermate Amtab,,,,Via Postiglione fronte 14/D,,,,,168.772,411.126
Fermate Amtab,,,,"Via Postiglione, 12/A",,,,,168.781,411.128
Fermate Amtab,,,,"Via dei Mille, 180",,,,,168.784,411.143
Fermate Amtab,,,,"Via Quintino Sella, 209",,,,,168.646,411.199
Fermate Amtab,,,,Str. Prov. 54 Modugno CMP,,,,,167.728,411.087
Fermate Amtab,,,,Via delle Violette fronte TIM,,,,,167.673,411.049
Fermate Amtab,,,,"Via G. Fanelli, 224",,,,,168.844,41.088
Fermate Amtab,,,,Via G. Petroni - Carc. Minor.,,,,,168.676,411.062
Fermate Amtab,,,,Via A. Miglionico - fronte 4,,,,,167.969,411.234
Fermate Amtab,,,,"Via Gian Giuseppe Carulli, 99",,,,,168.784,411.204
Fermate Amtab,,,,Via Brigata Regina - fronte 138,,,,,168.514,411.286
Fermate Amtab,,,,"Via C. Giaquinto, 6",,,,,167.936,411.243
Fermate Amtab,,,,Corso Giuseppe Mazzini - Ist. Bianchi Dottula,,,,,168.558,411.253
Fermate Amtab,,,,Via G. Petroni - osp. Militare,,,,,168.675,410.961
Fermate Amtab,,,,"Via Torr. Valenzano, A/17",,,,,169.002,411.081
Fermate Amtab,,,,"Via Colonnello Lorenzo D'Avanzo, 9",,,,,169.091,411.038
Fermate Amtab,,,,"Viale della Repubblica,111",,,,,168.741,411.084
Fermate Amtab,,,,"Strada Della Marina, 44/B",,,,,169.771,410.948
Fermate Amtab,,,,via Compl Est,,,,,170.239,410.815
Fermate Amtab,,,,Viale Europa - ang. Cacudi,,,,,167.956,411.299
Fermate Amtab,,,,Via M.llo Ranieri - fronte 30,,,,,167.772,411.548
Fermate Amtab,,,,Via degli Oleandri - fronte Bosch,,,,,167.852,411.069
Fermate Amtab,,,,"Corso Alcide De Gasperi, 503",,,,,16.869,41.084
Fermate Amtab,,,,Viale F. De Blasio - Mao,,,,,167.978,411.129
Fermate Amtab,,,,Interno Porto Terminal Crociere,,,,,168.669,411.371
Fermate Amtab,,,,Via T. Liuzzi - fronte Via Di Cillo,,,,,168.616,410.724
Fermate Amtab,,,,Corso della Carboneria - fronte 53,,,,,168.488,411.251
Fermate Amtab,,,,"Via Spilotros, 8",,,,,167.733,411.551
Fermate Amtab,,,,Viale L. Pasteur - ang. M. D'Avola,,,,,16.853,411.122
Fermate Amtab,,,,"Via Vittorio Veneto, 67",,,,,168.666,410.612
Fermate Amtab,,,,"Viale Japigia, 88/B",,,,,168.939,411.148
Fermate Amtab,,,,Via delle Magnolie - Ilca,,,,,167.586,411.093
Fermate Amtab,,,,"Via G. Petroni, 107",,,,,168.675,410.961
Fermate Amtab,,,,"Via G. Gentile, 53/a1",,,,,169.115,41.108
Fermate Amtab,,,,"Via A. Omodeo, 67",,,,,168.844,411.071
Fermate Amtab,,,,"Via Papa Pio XII, 48",,,,,168.594,411.028
Fermate Amtab,,,,Via G. Rocca - Ecopoli,,,,,169.037,41.1
Fermate Amtab,,,,Str. Prov. Carb. Modugno- Stadio S. Nicola,,,,,168.399,410.872
Fermate Amtab,,,,Via Brigata Regina fronte Scuola,,,,,168.518,411.236
Fermate Amtab,,,,Via B. Regina (Scuola Elementare),,,,,168.518,411.237
Fermate Amtab,,,,"Via B. Bari, 102/A",,,,,168.521,411.201
Fermate Amtab,,,,Via G. Sangiorgi,,,,,16.852,411.144
Fermate Amtab,,,,"Via S. Giorgio Martire, 2/E",,,,,168.498,411.167
Fermate Amtab,,,,"Via Cifarelli, 34",,,,,168.533,41.117
Fermate Amtab,,,,"Via Cifarelli, 26 (Conservatorio)",,,,,168.573,411.163
Fermate Amtab,,,,Via Vittorio Veneto - Bar Corner,,,,,167.659,411.561
Fermate Amtab,,,,"Corso Sidney Sonnino, 158",,,,,168.861,411.178
Fermate Amtab,,,,"Via Colonnello De Cristoforis, 29",,,,,168.561,411.251
Fermate Amtab,,,,"Corso Alcide De Gasperi, 326/B",,,,,168.694,410.877
Fermate Amtab,,,,"Via Salvatore Quasimodo, 13",,,,,169.193,41.106
Fermate Amtab,,,,Via Vaccarella - Mulino,,,,,168.656,410.678
Fermate Amtab,,,,"Via Melo da Bari, 230",,,,,168.718,411.192
Fermate Amtab,,,,Via dell'Olivo ang. Via Macchie-Palese,,,,,167.681,411.489
Fermate Amtab,,,,Via Napoli acc. B - direz. Bari,,,,,167.996,411.433
Fermate Amtab,,,,Via Arturo Toscanini - ang. V. Gentile,,,,,169.136,41.106
Fermate Amtab,,,,Lung. Di Crollalanza - Largo Bruno,,,,,168.764,411.237
Fermate Amtab,,,,"Via Monsignor Nuzzi, 10",,,,,168.507,410.464
Fermate Amtab,,,,Contrada Ferrigni,,,,,168.551,410.742
Fermate Amtab,,,,"Via N. Van Westerhout, 20/O",,,,,168.261,411.356
Fermate Amtab,,,,Via delle Margherite - ex. VVFF,,,,,168.041,411.031
Fermate Amtab,,,,Via delle Camelie - Metecno,,,,,168.046,411.058
Fermate Amtab,,,,Piazza Eroi del Mare,,,,,168.739,411.251
Fermate Amtab,,,,"Via G. Petroni, 102",,,,,168.671,411.038
Fermate Amtab,,,,Via Natale Loiacono - fronte V. Pascazio,,,,,169.107,411.055
Fermate Amtab,,,,Viale L. Corigliano - ex Ciapi,,,,,168.209,41.123
Fermate Amtab,,,,"Via Andrea da Bari, Banca di Roma",,,,,168.687,411.237
Fermate Amtab,,,,Via G. Petroni - Don Guanella,,,,,168.658,410.904
Fermate Amtab,,,,"Via Umberto I, 243",,,,,168.693,410.611
Fermate Amtab,,,,Via delle Margherite - fronte Calabrese,,,,,168.106,411.043
Fermate Amtab,,,,Lung. Di Crollalanza - fronte L. Bruno,,,,,168.766,411.236
Fermate Amtab,,,,Corso Alcide De Gasperi - Villa del Sole,,,,,168.709,410.967
Fermate Amtab,,,,"Piazza Giuseppe Massari, ex Capolinea",,,,,16.866,411.268
Fermate Amtab,,,,Via A. Lucarelli - ang. don Guanella,,,,,16.862,410.932
Fermate Amtab,,,,"Via Colonnello Lorenzo D'Avanzo, 40",,,,,169.092,411.038
Fermate Amtab,,,,"Via O. Tupputi, 4",,,,,168.902,410.937
Fermate Amtab,,,,"Viale Luigi De Laurentis, 14",,,,,168.643,410.952
Fermate Amtab,,,,"Via Capitaneo, 32/D",,,,,167.614,411.548
Fermate Amtab,,,,Via dei Caduti Partigiani - Assi Casa,,,,,16.899,41.107
Fermate Amtab,,,,Via dei Gerani - fronte Pimespo,,,,,167.747,411.098
Fermate Amtab,,,,Via G. Amendola - Caserma,,,,,168.869,41.104
Fermate Amtab,,,,Viale Europa - ex Pirelli,,,,,168.043,411.232
Fermate Amtab,,,,"Via G. Nisio, 18",,,,,167.703,411.528
Fermate Amtab,,,,"Via G. Fanelli, 289",,,,,168.866,410.835
Fermate Amtab,,,,"Via P. Mascagni, 12",,,,,168.333,411.319
Fermate Amtab,,,,Via delle Petunie - Rtg,,,,,167.669,411.021
Fermate Amtab,,,,Viale P Chartroux - fronte Italcalcestruzzi,,,,,168.179,411.118
Fermate Amtab,,,,Viale Europa - fronte Liquigas,,,,,168.347,411.225
Fermate Amtab,,,,"Corso Italia, 82",,,,,168.662,411.185
Fermate Amtab,,,,Via F.lli Philiphs - fronte Bce,,,,,168.056,411.132
Fermate Amtab,,,,"Via Napoli, 19",,,,,167.557,411.609
Fermate Amtab,,,,S.P. Carbonara/Modugno BARIDOMANI,,,,,168.276,410.883
Fermate Amtab,,,,Viale G. D'Annunzio - svincolo Aereoporto Civ.,,,,,167.785,411.377
Fermate Amtab,,,,Via G. Amendola - Esso,,,,,168.871,411.037
Fermate Amtab,,,,Via Vittorio Veneto - Ist. Diaz,,,,,168.715,41.071
Fermate Amtab,,,,Via G. Re David - scuola De Amicis,,,,,168.764,411.118
Fermate Amtab,,,,"Via F. Crispi, 7",,,,,168.599,411.251
Fermate Amtab,,,,"Via N. Van Westerhout, 40",,,,,168.263,411.365
Fermate Amtab,,,,"Via Vittorio Veneto, 32",,,,,168.662,41.063
Fermate Amtab,,,,"Via Pasubio, 180",,,,,168.676,411.105
Fermate Amtab,,,,Lung. IX Maggio - fronte 36/G,,,,,168.184,41.139
Fermate Amtab,,,,Piazzale Vittorio Emanuele III - fronte ingr. mon. Fiera,,,,,168.381,411.377
Fermate Amtab,,,,Viale P. Chartroux - fronte Ispa,,,,,168.175,411.096
Fermate Amtab,,,,"Via Umberto I, 166",,,,,16.869,410.628
Fermate Amtab,,,,P.zza Carabellese - Madonnella - Capolinea,,,,,168.789,411.204
Fermate Amtab,,,,Var. di V.le Europa ex Hettermarks,,,,,168.229,411.243
Fermate Amtab,,,,Via delle Magnolie - fronte ex Enaip,,,,,167.668,411.096
Fermate Amtab,,,,Via T. Liuzzi - Enel,,,,,168.552,410.511
Fermate Amtab,,,,"Via Napoli, 304",,,,,168.484,411.273
Fermate Amtab,,,,Via dei Narcisi - fronte 12,,,,,167.391,411.602
Fermate Amtab,,,,"Via Duca D'Aosta, 31",,,,,16.768,411.536
Fermate Amtab,,,,Via Mimmo Conenna (capolinea),,,,,169.343,411.024
Fermate Amtab,,,,Via Mimmo Conenna,,,,,169.326,411.035
Fermate Amtab,,,,Via Mimmo Conenna,,,,,169.324,411.044
Fermate Amtab,,,,Viale Europa Parco dei Principi,,,,,16.779,411.332
Fermate Amtab,,,,Viale Europa P.co dei Principi,,,,,167.791,411.332
Fermate Amtab,,,,Prol. Via della LealtÃ  - scuola materna,,,,,167.373,41.146
Fermate Amtab,,,,Via Antonio Lozupone,,,,,167.386,411.454
Fermate Amtab,,,,Via Vito Rosa ang 4^ str Torricella,,,,,167.394,411.449
Fermate Amtab,,,,"Via S.Quasimodo,Chiesa Avventistica(cap)",,,,,169.206,411.065
Fermate Amtab,,,,"via B. Buozzi, di fronte Multicar",,,,,168.354,411.156
Fermate Amtab,,,,Corso Cavour Camera di Commercio,,,,,168.724,411.249
Fermate Amtab,,,,Var. di viale Europa,,,,,168.225,411.243
Fermate Amtab,,,,Via Vincenzo Zaccaria - Rotatoria,,,,,168.526,410.459
Fermate Amtab,,,,Viale delle Regioni - Fina,,,,,167.989,411.231
Fermate Amtab,,,,"Corso Alcide De Gasperi, 429/A",,,,,168.702,410.925
Fermate Amtab,,,,Lung. Di Crollalanza - Piazza Diaz,,,,,168.787,411.226
Fermate Amtab,,,,Via delle Margherite - Firestone,,,,,167.958,411.033
Fermate Amtab,,,,"Via Nicol? Van Westerhout, di fronte al civ. 18",,,,,168.267,411.355
Fermate Amtab,,,,"Lung. IX Maggio, 68",,,,,168.136,411.396
Fermate Amtab,,,,Lung. G. Di Cagno Abbrescia - fronte Q8,,,,,169.185,411.114
Fermate Amtab,,,,"Via Piemonte, 24",,,,,167.897,411.183
Fermate Amtab,,,,"Viale Archimede, 1",,,,,169.009,411.047
Fermate Amtab,,,,Lung. IX Maggio - case pop.,,,,,168.218,411.382
Fermate Amtab,,,,"Via del Monastero, fronte Scuola Manzoni",,,,,168.594,410.682
Fermate Amtab,,,,Viale L. Einaudi - fronte Ist. G. Cesare,,,,,168.853,411.028
Fermate Amtab,,,,Via Scipione L'africano - Ist. Prez. Sangue,,,,,168.647,411.111
Fermate Amtab,,,,Viale O. Flacco - fronte 22,,,,,168.601,411.086
Fermate Amtab,,,,"Piazza Romita, 2",,,,,167.984,411.206
Fermate Amtab,,,,Via Gregorio Ancona - Q.re S.Pio - fronte Case Popolari,,,,,167.386,411.516
Fermate Amtab,,,,Viale Q. Ennio - fronte 76,,,,,168.616,411.135
Fermate Amtab,,,,Via Caldarola - C.S. Polivalente - Capolinea,,,,,169.103,411.021
Fermate Amtab,,,,Via delle Margherite - fronte VVFF,,,,,168.039,411.031
Fermate Amtab,,,,"Viale N. Dell'Andro, 40/1",,,,,168.562,410.961
Fermate Amtab,,,,"Viale L. Einaudi, 14/A",,,,,168.821,41.102
Fermate Amtab,,,,Via Napoli acc. C - direz. Bari,,,,,167.923,411.461
Fermate Amtab,,,,"Via della Resistenza,civ. 76 Capolinea",,,,,168.751,411.054
Fermate Amtab,,,,"Viale UnitÃ  d'Italia, 48",,,,,168.733,411.146
Fermate Amtab,,,,"Via Ceglie, 52",,,,,168.733,410.544
Fermate Amtab,,,,"Via Ottavio Tapputi, Caserma Vigili del Fuoco",,,,,16.89,41.092
Fermate Amtab,,,,Viale della Repubblica - Banca,,,,,168.741,41.108
Fermate Amtab,,,,"Via Napoli, 207",,,,,167.428,411.642
Fermate Amtab,,,,"Piazza L. di Savoia, Chiesa S. Antonio",,,,,168.742,41.119
Fermate Amtab,,,,"Via Rocco Dicillo, fronte Slargo",,,,,168.571,410.732
Fermate Amtab,,,,"Via C. Rosalba, 38/A",,,,,168.555,410.976
Fermate Amtab,,,,"Via Vittorio Veneto, lato Bar Corner",,,,,167.659,411.562
Fermate Amtab,,,,"Piazza L. di Savoia Duca degli Abruzzi, fronte Caserma Picca",,,,,168.741,411.196
Fermate Amtab,,,,Via Giovanni Gentile - fronte 54/C,,,,,169.174,411.056
Fermate Amtab,,,,"Via Bitritto, 119-Cartiera Favia",,,,,16.838,410.894
Fermate Amtab,,,,Via Peucetia - fronte A/6,,,,,168.984,41.11
Fermate Amtab,,,,Via Molise - ang. Via delle Regioni,,,,,167.954,411.227
Fermate Amtab,,,,Via Ten. Francesco De Liguori,,,,,169.093,411.085
Fermate Amtab,,,,Via Scardicchio - Osp. San Paolo,,,,,167.833,41.119
Fermate Amtab,,,,Via Napoli - Autoclub,,,,,168.235,411.326
Fermate Amtab,,,,"Via Barisano da Trani, 19",,,,,167.957,411.256
Fermate Amtab,,,,Via delle Margherite - Off. Calabrese - Capolinea,,,,,168.143,411.049
Fermate Amtab,,,,via Napoli slargo Imp. Sportivo De Palo,,,,,16.787,411.476
Fermate Amtab,,,,"Via Caldarola, 41/C",,,,,168.983,411.067
Fermate Amtab,,,,"Via Capitaneo, 105",,,,,167.623,411.583
Fermate Amtab,,,,Via F. Crispi (Loseto) - Capolinea,,,,,168.477,410.426
Fermate Amtab,,,,"Estr. G. Capruzzi, 9",,,,,168.773,411.175
Fermate Amtab,,,,"Via Peucetia, fronte 44",,,,,168.914,411.136
Fermate Amtab,,,,"Via F. Crispi, 21",,,,,168.473,410.413
Fermate Amtab,,,,via Bellomo - Birra Peroni,,,,,168.433,410.975
Fermate Amtab,,,,"Via Conte G. Giusso, 12/C",,,,,168.844,410.938
Fermate Amtab,,,,"Via Fratelli de Filippo, 1/B",,,,,168.546,410.754
Fermate Amtab,,,,"Via Ammiraglio Caracciolo, fronte 30/A",,,,,168.448,411.316
Fermate Amtab,,,,Lung. IX Maggio - Ist. Caracciolo,,,,,168.119,411.398
Fermate Amtab,,,,Viale Europa - ang. Granieri,,,,,167.973,411.271
Fermate Amtab,,,,"Via Quintino Sella, 51",,,,,168.642,41.124
Fermate Amtab,,,,Viale L. Einaudi - ang. Turati,,,,,168.825,411.021
Fermate Amtab,,,,Viale Europa - fronte Total,,,,,168.118,411.236
Fermate Amtab,,,,"Via delle Margherite, fronte Dalmine",,,,,167.932,411.022
Fermate Amtab,,,,Via Napoli - casa di riposo,,,,,168.327,411.297
Fermate Amtab,,,,"Viale della Repubblica, 14/A",,,,,168.736,41.112
Fermate Amtab,,,,Via Ancona - ang. v. Milella,,,,,167.883,411.121
Fermate Amtab,,,,Via Ballestrero (metrÃ²),,,,,168.976,411.153
Fermate Amtab,,,,Lung. IX Maggio - fronte Ist. Caracciolo,,,,,168.121,411.398
Fermate Amtab,,,,Via Ceglie - Cimitero,,,,,168.702,41.056
Fermate Amtab,,,,"Via B. Buozzi, 46/C",,,,,168.386,41.117
Fermate Amtab,,,,"Lung. IX Maggio, 36/E",,,,,16.818,411.391
Fermate Amtab,,,,V.le Ennio ang. p.zza G. Cesare,,,,,168.622,411.127
Fermate Amtab,,,,"Corso Alcide De Gasperi, 334",,,,,16.869,410.858
Fermate Amtab,,,,Viale G. Salvemini - Case Popolari,,,,,168.811,411.068
Fermate Amtab,,,,Lung. N. Sauro - fronte Inps,,,,,16.885,411.206
Fermate Amtab,,,,"Via G. Oberdan, 17/A",,,,,168.807,411.177
Fermate Amtab,,,,"Via Morelli e Silvati, 12",,,,,17.002,410.848
Fermate Amtab,,,,Via Bari - fronte 17,,,,,169.974,410.855
Fermate Amtab,,,,"Via T. Liuzzi, 62",,,,,168.612,410.648
Fermate Amtab,,,,Corso Alcide De Gasperi - Bar Margherita,,,,,168.715,411.021
Fermate Amtab,,,,Corso Vittorio Emanuele II - ang. V. Melo,,,,,168.709,411.261
Fermate Amtab,,,,Via dei Gerani - Partner,,,,,167.848,411.102
Fermate Amtab,,,,"Viale Luigi Einaudi, 11",,,,,168.742,411.007
Fermate Amtab,,,,"Strada detta Della Marina, 14",,,,,169.845,410.937
Fermate Amtab,,,,"Via Cacudi, ang. Via De Ribera",,,,,167.894,411.271
Fermate Amtab,,,,"Via G. Pugliese, ang.Barisano da Trani",,,,,16.795,411.261
Fermate Amtab,,,,"Strada Della Marina, 36/A",,,,,169.791,41.094
Fermate Amtab,,,,"Via Bruno Buozzi, 13",,,,,168.409,411.179
Fermate Amtab,,,,"Via Napoli, 329L",,,,,168.483,411.273
Fermate Amtab,,,,Corso Vittorio Emanuele - fronte 23,,,,,167.653,411.503
Fermate Amtab,,,,"Via R. Kennedy, 1/E",,,,,168.592,411.006
Fermate Amtab,,,,Lung. G. Di Cagno Abbrescia - parch. Torre Quetta,,,,,169.124,411.129
Fermate Amtab,,,,Corso Vittorio Veneto - fronte Anagrafe,,,,,168.636,411.287
Fermate Amtab,,,,Via Prov. Ceglie-Adelfia - Distilleria,,,,,168.634,410.433
Fermate Amtab,,,,"Via G. Fanelli, 218",,,,,168.837,410.911
Fermate Amtab,,,,"Piazza i L. di Savoia, 7 - Capolinea",,,,,168.739,411.196
Fermate Amtab,,,,Viale F. De Blasio - Fincantieri,,,,,167.923,411.114
Fermate Amtab,,,,"Strada Torre Tresca, 8D2",,,,,168.479,410.957
Fermate Amtab,,,,"Strada Santa Caterina,32",,,,,168.231,410.908
Fermate Amtab,,,,"Via Bari, 31/A",,,,,169.953,410.858
Fermate Amtab,,,,"Via Giulio Petroni, 19/C",,,,,168.687,411.158
Fermate Amtab,,,,Via Don Nuzzi - Capolinea,,,,,168.509,410.451
Fermate Amtab,,,,Viale G. Lindemann - fronte Amiu,,,,,168.153,411.196
Fermate Amtab,,,,"Via Trisorio Liuzzi, fronte civ. 18",,,,,168.622,410.787
Fermate Amtab,,,,Via A. Toscanini - ang. via Suglia,,,,,169.123,411.041
Fermate Amtab,,,,"Via M. Interesse, lato nord",,,,,169.593,410.934
Fermate Amtab,,,,"via Compl. Est, dist. Aereo. militar.",,,,,170.205,41.082
Fermate Amtab,,,,"Via N. Piccinni, 90",,,,,168.682,411.253
Fermate Amtab,,,,Contrada Ferrigni,,,,,168.567,410.741
Fermate Amtab,,,,"Viale Falcone e Borsellino, 63",,,,,168.736,410.966
Fermate Amtab,,,,Via delle Magnolie - fronte Serono,,,,,167.618,411.094
Fermate Amtab,,,,Complanare Est - Telecom,,,,,169.393,410.972
Fermate Amtab,,,,"Via Capitaneo, 50",,,,,167.622,411.581
Fermate Amtab,,,,"Via V. Lonero, 8",,,,,168.011,41.13
Fermate Amtab,,,,Via Archimede - frontr ex cap. 2,,,,,169.032,411.038
Fermate Amtab,,,,"Via Adriatico, 13",,,,,168.432,411.367
Fermate Amtab,,,,Via Natale Loiacono - case popolari,,,,,169.123,411.074
Fermate Amtab,,,,via Macchie-Rotatoria Staz. Bari/Nord,,,,,167.688,411.492
